candidate_id,stage_name,status,stage_date
C0068,HR Interview,Completed,2025-06-08
C0069,Applied,Completed,2025-05-30
C0069,Screening,Completed,2025-06-03
C0070,Applied,Completed,2025-05-30
C0071,Applied,Completed,2025-06-03
C0071,Screening,Completed,2025-06-07
C0071,Technical Interview,Completed,2025-06-11
C0071,HR Interview,Completed,2025-06-15
C0071,Offer Sent,Completed,2025-06-19
C0071,Joined,Completed,2025-06-23
C0072,Applied,Completed,2025-06-06
C0072,Screening,Completed,2025-06-10
C0072,Technical Interview,Completed,2025-06-14
C0072,HR Interview,Completed,2025-06-18
C0072,Offer Sent,Completed,2025-06-22
C0072,Joined,Completed,2025-06-26
C0073,Applied,Completed,2025-06-06
C0073,Screening,Completed,2025-06-10
C0073,Technical Interview,Completed,2025-06-14
C0073,HR Interview,Completed,2025-06-18
C0073,Offer Sent,Completed,2025-06-22
C0073,Joined,Completed,2025-06-26
C0074,Applied,Completed,2025-06-09
C0074,Screening,Completed,2025-06-13
C0074,Technical Interview,Completed,2025-06-17
C0074,HR Interview,Completed,2025-06-21
C0074,Offer Sent,Completed,2025-06-25
C0074,Joined,Completed,2025-06-29
C0075,Applied,Completed,2025-06-12
C0075,Screening,Completed,2025-06-16
C0075,Technical Interview,Completed,2025-06-20
C0075,HR Interview,Completed,2025-06-24
C0075,Offer Sent,Completed,2025-06-28
C0075,Joined,Completed,2025-07-02
C0076,Applied,Completed,2025-06-12
C0076,Screening,Completed,2025-06-16
C0076,Technical Interview,Completed,2025-06-20
C0076,HR Interview,Completed,2025-06-24
C0076,Offer Sent,Completed,2025-06-28
C0077,Applied,Completed,2025-06-15
C0077,Screening,Completed,2025-06-19
C0077,Technical Interview,Completed,2025-06-23
C0077,HR Interview,Completed,2025-06-27
C0077,Offer Sent,Completed,2025-07-01
C0078,Applied,Completed,2025-06-18
C0078,Screening,Completed,2025-06-22
C0078,Technical Interview,Completed,2025-06-26
C0078,HR Interview,Completed,2025-06-30
C0079,Applied,Completed,2025-06-18
C0079,Screening,Completed,2025-06-22
C0080,Applied,Completed,2025-06-21
C0081,Applied,Completed,2025-06-25
C0081,Screening,Completed,2025-06-29
C0081,Technical Interview,Completed,2025-07-03
C0081,HR Interview,Completed,2025-07-07
C0081,Offer Sent,Completed,2025-07-11
C0081,Joined,Completed,2025-07-15
C0082,Applied,Completed,2025-06-25
C0082,Screening,Completed,2025-06-29
C0082,Technical Interview,Completed,2025-07-03
C0082,HR Interview,Completed,2025-07-07
C0082,Offer Sent,Completed,2025-07-11
C0082,Joined,Completed,2025-07-15
C0083,Applied,Completed,2025-06-28
C0083,Screening,Completed,2025-07-02
C0083,Technical Interview,Completed,2025-07-06
C0083,HR Interview,Completed,2025-07-10
C0083,Offer Sent,Completed,2025-07-14
C0083,Joined,Completed,2025-07-18
C0084,Applied,Completed,2025-07-01
C0084,Screening,Completed,2025-07-05
C0084,Technical Interview,Completed,2025-07-09
C0084,HR Interview,Completed,2025-07-13
C0084,Offer Sent,Completed,2025-07-17
C0084,Joined,Completed,2025-07-21
C0085,Applied,Completed,2025-07-01
C0085,Screening,Completed,2025-07-05
C0085,Technical Interview,Completed,2025-07-09
C0085,HR Interview,Completed,2025-07-13
C0085,Offer Sent,Completed,2025-07-17
C0085,Joined,Completed,2025-07-21
C0086,Applied,Completed,2025-07-04
C0086,Screening,Completed,2025-07-08
C0086,Technical Interview,Completed,2025-07-12
C0086,HR Interview,Completed,2025-07-16
C0086,Offer Sent,Completed,2025-07-20
C0087,Applied,Completed,2025-07-07
C0087,Screening,Completed,2025-07-11
C0087,Technical Interview,Completed,2025-07-15
C0087,HR Interview,Completed,2025-07-19
C0087,Offer Sent,Completed,2025-07-23
C0088,Applied,Completed,2025-07-07
C0088,Screening,Completed,2025-07-11
C0088,Technical Interview,Completed,2025-07-15
C0088,HR Interview,Completed,2025-07-19
C0089,Applied,Completed,2025-07-10
C0089,Screening,Completed,2025-07-14
C0090,Applied,Completed,2025-07-13
C0091,Applied,Completed,2025-07-14
C0091,Screening,Completed,2025-07-18
C0091,Technical Interview,Completed,2025-07-22
C0091,HR Interview,Completed,2025-07-26
C0091,Offer Sent,Completed,2025-07-30
C0091,Joined,Completed,2025-08-03
C0092,Applied,Completed,2025-07-17
C0092,Screening,Completed,2025-07-21
C0092,Technical Interview,Completed,2025-07-25
C0092,HR Interview,Completed,2025-07-29
C0092,Offer Sent,Completed,2025-08-02
C0092,Joined,Completed,2025-08-06
C0093,Applied,Completed,2025-07-20
C0093,Screening,Completed,2025-07-24
C0093,Technical Interview,Completed,2025-07-28
C0093,HR Interview,Completed,2025-08-01
C0093,Offer Sent,Completed,2025-08-05
C0093,Joined,Completed,2025-08-09
C0094,Applied,Completed,2025-07-20
C0094,Screening,Completed,2025-07-24
C0094,Technical Interview,Completed,2025-07-28
C0094,HR Interview,Completed,2025-08-01
C0094,Offer Sent,Completed,2025-08-05
C0094,Joined,Completed,2025-08-09
C0095,Applied,Completed,2025-07-23
C0095,Screening,Completed,2025-07-27
C0095,Technical Interview,Completed,2025-07-31
C0095,HR Interview,Completed,2025-08-04
C0095,Offer Sent,Completed,2025-08-08
C0095,Joined,Completed,2025-08-12
C0096,Applied,Completed,2025-07-26
C0096,Screening,Completed,2025-07-30
C0096,Technical Interview,Completed,2025-08-03
C0096,HR Interview,Completed,2025-08-07
C0096,Offer Sent,Completed,2025-08-11
C0097,Applied,Completed,2025-07-26
C0097,Screening,Completed,2025-07-30
C0097,Technical Interview,Completed,2025-08-03
C0097,HR Interview,Completed,2025-08-07
C0097,Offer Sent,Completed,2025-08-11
C0098,Applied,Completed,2025-07-29
C0098,Screening,Completed,2025-08-02
C0098,Technical Interview,Completed,2025-08-06
C0098,HR Interview,Completed,2025-08-10
C0099,Applied,Completed,2025-08-01
C0099,Screening,Completed,2025-08-05
C0100,Applied,Completed,2025-08-01
